user,lang,title,timestamp,pageid,revid,parentid,sizediff
192.197.82.203,en,"List of ex officio delegates to the Liberal Party of Canada leadership election, 2006",2006-08-16T16:14:48Z,6230558,70039934,70037030,6
192.197.82.203,en,"List of ex officio delegates to the Liberal Party of Canada leadership election, 2006",2006-08-16T16:41:01Z,6230558,70044256,70040077,23
192.197.82.203,en,The Distribution of the Eagle Standards,2006-08-16T18:23:02Z,3465659,70062545,69199110,24
192.197.82.203,en,"List of ex officio delegates to the Liberal Party of Canada leadership election, 2006",2006-08-16T18:58:27Z,6230558,70068998,70053122,6
192.197.82.203,en,"List of ex officio delegates to the Liberal Party of Canada leadership election, 2006",2006-08-16T19:08:43Z,6230558,70070892,70070882,18
192.197.82.203,en,"List of ex officio delegates to the Liberal Party of Canada leadership election, 2006",2006-08-16T19:10:22Z,6230558,70071212,70070892,6
192.197.82.203,en,"List of ex officio delegates to the Liberal Party of Canada leadership election, 2006",2006-08-16T19:12:16Z,6230558,70071559,70071527,6
192.197.82.203,en,"Endorsements for the Liberal Party of Canada leadership election, 2006",2006-08-16T19:21:20Z,4663442,70073192,70066531,132
192.197.82.203,en,"Endorsements for the Liberal Party of Canada leadership election, 2006",2006-08-16T19:23:14Z,4663442,70073548,70073192,-114
192.197.82.203,en,"List of ex officio delegates to the Liberal Party of Canada leadership election, 2006",2006-08-16T19:38:43Z,6230558,70076395,70075899,-7
192.197.82.203,en,"Endorsements for the Liberal Party of Canada leadership election, 2006",2006-08-16T19:39:37Z,4663442,70076577,70073548,-2
192.197.82.203,en,"List of ex officio delegates to the Liberal Party of Canada leadership election, 2006",2006-08-16T19:40:34Z,6230558,70076758,70076395,-11
192.197.82.203,en,"Endorsements for the Liberal Party of Canada leadership election, 2006",2006-08-16T19:42:12Z,4663442,70077076,70076577,16
192.197.82.203,en,John Tory,2006-08-16T20:40:50Z,555445,70089050,69163268,-20
192.197.82.203,en,Talk:CFB Goose Bay,2006-08-17T17:52:54Z,6523245,70265796,0,70
192.197.82.203,en,CFB Goose Bay,2006-08-17T17:56:50Z,933185,70266500,70182120,-1280
192.197.82.203,en,"Endorsements for the Liberal Party of Canada leadership election, 2006",2006-08-18T14:27:17Z,4663442,70426808,70411238,-98
192.197.82.203,en,"Endorsements for the Liberal Party of Canada leadership election, 2006",2006-08-18T14:28:13Z,4663442,70426966,70426808,88
192.197.82.203,en,"Endorsements for the Liberal Party of Canada leadership election, 2006",2006-08-18T14:39:06Z,4663442,70428761,70426966,-60
192.197.82.203,en,"Endorsements for the Liberal Party of Canada leadership election, 2006",2006-08-18T14:58:03Z,4663442,70431935,70430998,-518
192.197.82.203,en,"Liberal Party of Canada leadership election, 2006",2006-08-21T17:48:40Z,3827549,70997867,70816020,-23
192.197.82.203,en,"Liberal Party of Canada leadership election, 2006",2006-08-21T17:52:45Z,3827549,70998715,70997867,0
192.197.82.203,en,Lucie Pépin,2006-08-21T18:04:20Z,1461718,71001151,67848131,157
192.197.82.203,en,Office of the Prime Minister (Canada),2006-08-22T19:46:54Z,3654615,71228195,57257664,-59
192.197.82.203,en,"""Weird Al"" Yankovic",2006-08-23T16:20:41Z,18938265,71406481,71398643,-4
192.197.82.203,en,Jim Munson,2006-08-24T14:52:05Z,1292048,71604594,70758469,-1
192.197.82.203,en,Springfield (The Simpsons),2006-08-25T19:53:17Z,88235,71869049,71842846,0
192.197.82.203,en,Talk:List of Canadian political families,2006-08-29T17:00:14Z,4563985,72638004,67791999,172
192.197.82.203,en,Newfoundland (island),2006-08-31T17:00:09Z,26304966,73053473,72851617,-129
192.197.82.203,en,Newfoundland (island),2006-08-31T17:02:17Z,26304966,73053816,73053473,-1
192.197.82.203,en,L'Aquila,2006-09-02T14:35:07Z,505955,73402031,71930467,161
192.197.82.203,en,Rob Anders,2006-09-06T14:18:35Z,383853,74135244,67553319,-17
192.197.82.203,en,Scott Reid (politician),2006-09-06T14:31:37Z,1408140,74137287,71283873,378
192.197.82.203,en,Scott Reid (politician),2006-09-06T14:40:40Z,1408140,74138770,74137287,23
192.197.82.203,en,Scott Reid (politician),2006-09-06T14:54:59Z,1408140,74141018,74138770,1355
192.197.82.203,en,Scott Reid (politician),2006-09-06T15:13:59Z,1408140,74144117,74141018,8
192.197.82.203,en,Scott Reid (politician),2006-09-06T15:25:50Z,1408140,74146055,74144117,289
192.197.82.203,en,Scott Reid (politician),2006-09-06T16:13:09Z,1408140,74153866,74146055,664
192.197.82.203,en,Patrick Carpentier,2006-09-07T20:37:22Z,2507336,74396202,74322364,-2
192.197.82.203,en,Clarence-Rockland,2006-09-08T14:38:00Z,422273,74530762,71023678,-93
192.197.82.203,en,Marie Charette-Poulin,2006-09-12T17:58:17Z,2040683,75331621,73639191,1
192.197.82.203,en,Marie Charette-Poulin,2006-09-12T18:03:07Z,2040683,75332462,75331621,0
192.197.82.203,en,Seabound,2006-09-12T18:43:12Z,2225697,75339541,68033025,30
192.197.82.203,en,Seabound,2006-09-12T18:44:35Z,2225697,75339769,75339541,63
192.197.82.203,en,"Liberal Party of Canada leadership election, 2006",2006-09-13T14:58:11Z,3827549,75514708,75450470,-1330
192.197.82.203,en,"Liberal Party of Canada leadership election, 2006",2006-09-13T15:29:48Z,3827549,75519856,75519529,-215
192.197.82.203,en,"List of ex officio delegates to the Liberal Party of Canada leadership election, 2006",2006-09-13T15:33:26Z,6230558,75520489,75520290,-102
192.197.82.203,en,Adam Giambrone,2006-09-13T19:49:46Z,1561428,75563880,72779756,179
192.197.82.203,en,"New Democratic Party leadership election, 2003",2006-09-13T19:51:24Z,433219,75564196,73151787,3
192.197.82.203,en,Jean Charest,2006-09-13T20:25:43Z,211253,75570458,75518711,35
192.197.82.203,en,"Endorsements for the Liberal Party of Canada leadership election, 2006",2006-09-16T18:21:32Z,4663442,76085466,76071598,-36
192.197.82.203,en,"Endorsements for the Liberal Party of Canada leadership election, 2006",2006-09-16T18:47:46Z,4663442,76089377,76085466,0
192.197.82.203,en,Scott Reid (politician),2006-09-18T12:32:41Z,1408140,76400176,74199555,1
192.197.82.203,en,New Brunswick New Democratic Party,2006-09-19T18:32:08Z,482997,76628805,70065284,67
192.197.82.203,en,Members of the 39th Canadian Parliament and same-sex marriage,2006-09-19T19:08:59Z,3878697,76635862,75799470,115
192.197.82.203,en,Mario Silva,2006-09-19T21:04:57Z,700197,76658439,69245807,224
192.197.82.203,en,History of the Israeli–Palestinian conflict,2006-09-20T23:36:59Z,562592,76886565,74834587,3
192.197.82.203,en,History of the Israeli–Palestinian conflict,2006-09-20T23:38:28Z,562592,76886780,76886565,2
192.197.82.203,en,Catherine J. Bell,2006-09-21T15:55:51Z,3506165,77000289,75444455,-1
192.197.82.203,en,Rod Bruinooge,2006-09-22T17:34:18Z,1009520,77204912,73364937,4
192.197.82.203,en,Rod Bruinooge,2006-09-22T17:35:41Z,1009520,77205116,77204912,2
192.197.82.203,en,Rod Bruinooge,2006-09-22T17:36:42Z,1009520,77205261,77205116,1
192.197.82.203,en,House of Commons of Canada,2006-09-22T20:19:19Z,64313,77232913,76858139,-864
192.197.82.203,en,"Endorsements for the Liberal Party of Canada leadership election, 2006",2006-09-24T20:22:59Z,4663442,77591672,77505671,-29
192.197.82.203,en,Andrew Scheer,2006-09-25T15:08:52Z,1368671,77727540,76968315,8
192.197.82.203,en,Darrel Reid,2006-09-25T16:27:00Z,1950459,77738865,77617431,-672
192.197.82.203,en,Karl Bélanger,2006-09-26T13:36:46Z,4676298,77901544,66203397,8
192.197.82.203,en,Scott Reid (politician),2006-09-28T17:59:37Z,1408140,78340789,78230217,385
192.197.82.203,en,Scott Reid (politician),2006-09-28T18:01:00Z,1408140,78341033,78340789,4
192.197.82.203,en,Scott Reid (politician),2006-09-28T18:01:52Z,1408140,78341175,78341033,2
192.197.82.203,en,Scott Reid (politician),2006-09-28T18:03:10Z,1408140,78341386,78341175,6
192.197.82.203,en,Gatineau Park,2006-09-28T21:08:23Z,1004428,78376301,77034209,300
192.197.82.203,en,Gerry Byrne (politician),2006-10-04T00:25:29Z,545341,79360270,70964137,-105
192.197.82.203,en,Paddy Torsney,2006-10-06T13:08:55Z,1458157,79838466,46652427,-29
192.197.82.203,en,Navdeep Bains,2006-10-12T15:50:35Z,969744,81027185,69943786,1103
192.197.82.203,en,Gérard Asselin,2006-10-12T20:43:59Z,386501,81079442,74084427,2
192.197.82.203,en,Lynn Myers,2006-10-13T18:34:07Z,1281978,81254237,68209793,7
192.197.82.203,en,Nintendo,2006-10-17T21:04:24Z,21197,82071180,82058947,-23
192.197.82.203,en,Eddie Goldenberg,2006-10-17T23:16:46Z,4816589,82097145,78225843,131
192.197.82.203,en,"List of ex officio delegates to the Liberal Party of Canada leadership election, 2006",2006-10-26T19:20:14Z,6230558,83898266,83778033,88
192.197.82.203,en,"List of ex officio delegates to the Liberal Party of Canada leadership election, 2006",2006-10-26T19:20:58Z,6230558,83898416,83898266,0
192.197.82.203,en,Bloc Québécois,2006-10-27T12:50:08Z,60338,84037859,83971012,7
192.197.82.203,en,Exile,2006-11-01T14:07:48Z,9855,85035672,84924446,86
192.197.82.203,en,Peace symbols,2006-11-01T19:56:20Z,284008,85098134,84809884,1
192.197.82.203,en,High-Speed Downlink Packet Access,2006-11-03T17:22:14Z,701268,85502672,85241015,36
192.197.82.203,en,Gatineau Park,2006-11-03T19:59:18Z,1004428,85532203,81649650,3649
192.197.82.203,en,Steven Fletcher (politician),2006-11-06T15:26:19Z,773683,86059783,85386203,402
192.197.82.203,en,Steven Fletcher (politician),2006-11-07T18:15:06Z,773683,86314899,86172554,419
192.197.82.203,en,Steven Fletcher (politician),2006-11-07T18:15:39Z,773683,86314998,86314899,-6
192.197.82.203,en,"Talk:St. John's, Newfoundland and Labrador",2006-11-12T20:36:00Z,171608,87394514,82887842,406
192.197.82.203,en,Abruzzo,2006-11-12T22:54:54Z,79460,87420673,86040228,-430
192.197.82.203,en,Ottawa,2006-11-14T17:47:04Z,22219,87795530,87787117,2
192.197.82.203,en,Ottawa,2006-11-14T17:47:42Z,22219,87795658,87795530,1
192.197.82.203,en,Sibillini Mountains,2006-11-14T21:22:36Z,7409342,87838446,87131615,-1
192.197.82.203,en,Bob Chiarelli,2006-11-14T21:26:27Z,232677,87839305,87764747,-7
192.197.82.203,en,Karl Bélanger,2006-11-16T16:47:31Z,4676298,88230196,86637538,132
192.197.82.203,en,Karl Bélanger,2006-11-16T16:50:26Z,4676298,88230712,88230196,-27
192.197.82.203,en,"Timeline of the Canadian federal election, 2006",2006-11-16T18:52:16Z,3277479,88253245,87986163,1742
192.197.82.203,en,"Timeline of the Canadian federal election, 2006",2006-11-16T18:54:52Z,3277479,88253739,88253245,2
192.197.82.203,en,New Democratic Party (Canada),2006-11-16T19:08:19Z,19283982,88256216,87929855,19
192.197.82.203,en,New Democratic Youth of Canada,2006-11-16T19:13:49Z,2109217,88257267,85215742,680
192.197.82.203,en,New Democratic Youth of Canada,2006-11-16T19:14:32Z,2109217,88257414,88257267,84
192.197.82.203,en,Talk:Crafoord Prize,2006-11-16T21:40:12Z,7973265,88286757,0,30
192.197.82.203,en,Vaudreuil-Soulanges (electoral district),2006-11-23T01:56:42Z,1778169,89569608,86855443,0
192.197.82.203,en,Lb,2006-11-24T15:05:20Z,177506,89833470,86722781,23
192.197.82.203,en,Rob Merrifield,2006-11-24T15:53:11Z,1994212,89839856,79952580,350
192.197.82.203,en,Jack Layton,2006-11-24T16:03:45Z,174454,89841384,88713031,433
192.197.82.203,en,Jack Layton,2006-11-24T16:05:20Z,174454,89841591,89841384,-11
192.197.82.203,en,Rob Merrifield,2006-11-24T16:06:10Z,1994212,89841708,89839856,-14
192.197.82.203,en,Jack Layton,2006-11-24T16:07:03Z,174454,89841828,89841591,75
192.197.82.203,en,Jack Layton,2006-11-24T16:09:02Z,174454,89842121,89841828,-135
192.197.82.203,en,Larry Henderson,2006-11-27T20:59:34Z,2406815,90509223,89681704,52
192.197.82.203,en,Michael Chong,2006-11-27T21:29:37Z,1470893,90515850,90515042,32
192.197.82.203,en,Repentigny (electoral district),2006-11-27T21:42:56Z,1778120,90518415,90483549,233
192.197.82.203,en,Nation (disambiguation),2006-11-27T23:32:09Z,1888988,90540307,90125830,6
192.197.82.203,en,Grant Notley,2006-11-28T16:21:27Z,1918196,90681947,79916625,-5
192.197.82.203,en,Grant Notley,2006-11-28T16:22:29Z,1918196,90682144,90681947,24
192.197.82.203,en,Bélanger,2006-11-28T16:45:16Z,891484,90686678,83140300,86
192.197.82.203,en,Bélanger,2006-11-28T16:46:38Z,891484,90686932,90686678,1
192.197.82.203,en,Bélanger,2006-11-28T16:46:53Z,891484,90686985,90686932,-1
192.197.82.203,en,Meir Ariel,2006-11-30T15:09:47Z,18563921,91161109,86700462,96
192.197.82.203,en,Meir Ariel,2006-11-30T15:14:58Z,18563921,91161917,91161109,34
192.197.82.203,en,Karl Bélanger,2006-12-05T14:33:51Z,4676298,92226042,88230712,-11
192.197.82.203,en,Alex Atamanenko,2006-12-05T15:53:30Z,3435546,92239712,90849262,-6
192.197.82.203,en,Sydney—Victoria,2006-12-05T16:04:34Z,1546974,92241627,91445178,8
192.197.82.203,en,"New Brunswick New Democratic Party leadership election, 2007",2006-12-05T16:10:22Z,7827977,92242677,88502322,1
192.197.82.203,en,Quebec Nordiques,2006-12-05T18:04:44Z,1070505,92264224,91248809,-24
192.197.82.203,en,Category:Composers for piano,2006-12-08T21:42:10Z,2723921,93014321,23671491,15
192.197.82.203,en,Karl Bélanger,2006-12-12T18:03:50Z,4676298,93855864,93501823,37
192.197.82.203,en,Hanukkah,2006-12-15T21:17:15Z,7388,94579323,94579181,157
192.197.82.203,en,Purposive theory,2006-12-18T16:01:48Z,2281477,95109593,94552165,679
192.197.82.203,en,Royal Commission of Inquiry into Certain Activities of the RCMP,2006-12-18T16:21:07Z,3209364,95112900,88288555,171
192.197.82.203,en,Karl Bélanger,2006-12-19T16:16:42Z,4676298,95325710,93855864,4
192.197.82.203,en,Karl Bélanger,2006-12-19T16:21:15Z,4676298,95326506,95325884,12
192.197.82.203,en,Karl Bélanger,2006-12-19T16:21:36Z,4676298,95326566,95326506,4
192.197.82.203,en,Michael Shapcott,2006-12-20T20:47:47Z,8403222,95586426,61213545,49
192.197.82.203,en,January 1,2007-01-02T22:19:35Z,15787,98031312,97969193,-3
192.197.82.203,en,Michael Shapcott,2007-01-04T20:53:44Z,8403222,98489183,95641419,106
192.197.82.203,en,Newfoundland Time Zone,2007-01-05T16:33:50Z,1638214,98667568,88217563,297
192.197.82.203,en,Newfoundland Time Zone,2007-01-05T16:40:27Z,1638214,98668795,98667568,509
192.197.82.203,en,J. Philippe Rushton,2007-01-08T20:09:23Z,16253,99388059,96428322,-1
192.197.82.203,en,Pierrette Ringuette,2007-01-08T20:48:36Z,1599208,99396790,83401905,-16
192.197.82.203,en,Scooby-Doo,2007-01-09T14:53:59Z,37287,99565294,98785011,36
192.197.82.203,en,Canadian Senate seating plan,2007-01-09T17:45:29Z,2183305,99586098,94521039,-11
192.197.82.203,en,Hashomer Hatzair,2007-01-10T22:20:44Z,40949046,99858244,99084971,0
192.197.82.203,en,Hashomer Hatzair,2007-01-10T22:22:26Z,40949046,99858598,99858244,97
192.197.82.203,en,Hashomer Hatzair,2007-01-10T22:26:33Z,40949046,99859487,99858598,86
192.197.82.203,en,Hashomer Hatzair,2007-01-10T22:27:52Z,40949046,99859763,99859487,85
192.197.82.203,en,Clarity Act,2007-01-12T17:55:48Z,426861,100259829,97341298,0
192.197.82.203,en,Clarity Act,2007-01-12T17:56:05Z,426861,100259892,100259829,0
192.197.82.203,en,Peter Van Loan,2007-01-15T23:47:01Z,517783,100983395,98463416,-36
192.197.82.203,en,"Limoges, Ontario",2007-01-17T14:01:48Z,5263766,101327240,93686569,-161
192.197.82.203,en,"Limoges, Ontario",2007-01-17T14:03:05Z,5263766,101327417,101327240,5
192.197.82.203,en,Walter Duranty,2007-01-24T15:37:29Z,623262,102915923,102026949,49
192.197.82.203,en,"Canadian federal election, 2008",2007-01-25T20:09:28Z,3827068,103212086,103205388,247
192.197.82.203,en,Teleology,2007-01-26T18:08:17Z,80757,103423031,103400795,-13
192.197.82.203,en,Canadian Senate seating plan,2007-01-30T18:47:01Z,2183305,104380931,104255665,-1
192.197.82.203,en,Shin splints,2007-01-30T21:26:38Z,1456094,104418089,104298313,0
192.197.82.203,en,Shin splints,2007-01-30T21:29:49Z,1456094,104418884,104418089,-13
192.197.82.203,en,List of stock exchanges,2007-01-31T16:01:18Z,195653,104598857,104169623,-67
192.197.82.203,en,Tonne,2007-02-09T16:28:24Z,31185,106861102,106378064,3
192.197.82.203,en,4711,2007-02-14T20:14:38Z,2169072,108151004,107728751,1
192.197.82.203,en,Timothy Noah,2007-02-26T18:07:49Z,2625421,111119021,111118618,10
192.197.82.203,en,David Kilgour,2007-02-26T18:41:32Z,442490,111126359,101639585,0
192.197.82.203,en,Chris Charlton,2007-02-27T17:59:20Z,3837052,111371327,103557595,97
192.197.82.203,en,Ottawa Rough Riders,2007-02-28T17:16:18Z,240324,111612402,99686178,1
192.197.82.203,en,Ottawa Rough Riders,2007-02-28T17:20:18Z,240324,111613258,111612402,149
192.197.82.203,en,Ottawa Rough Riders,2007-02-28T17:22:57Z,240324,111613786,111613258,0
192.197.82.203,en,Ottawa Rough Riders,2007-02-28T17:24:08Z,240324,111614082,111613786,12
192.197.82.203,en,Mario Silva,2007-03-01T15:36:39Z,700197,111841206,101638228,48
192.197.82.203,en,Ginette Reno,2007-03-01T22:20:52Z,2659746,111929042,108169020,-1
192.197.82.203,en,Ginette Reno,2007-03-01T22:21:16Z,2659746,111929124,111929042,-1
192.197.82.203,en,Mount Ōmine,2007-03-02T18:03:36Z,8876944,112119025,112077397,-4
192.197.82.203,en,"Newfoundland and Labrador general election, 2003",2007-03-05T22:59:36Z,347139,112923560,95050156,4
192.197.82.203,en,Wikipedia:Articles for creation/2007-03-07,2007-03-07T20:53:03Z,9903259,113401030,113400931,1474
192.197.82.203,en,Wikipedia:Articles for creation/2007-03-07,2007-03-07T20:53:40Z,9903259,113401179,113401158,-1
192.197.82.203,en,Navdeep Bains,2007-03-13T15:17:29Z,969744,114811332,114790168,-1379
192.197.82.203,en,Navdeep Bains,2007-03-13T15:17:47Z,969744,114811412,114811332,-30
192.197.82.203,en,Navdeep Bains,2007-03-14T12:57:23Z,969744,115043870,114883196,-1379
192.197.82.203,en,Navdeep Bains,2007-03-14T12:57:32Z,969744,115043901,115043870,-30
192.197.82.203,en,Navdeep Bains,2007-03-15T13:11:14Z,969744,115307029,115287974,-1275
192.197.82.203,en,Navdeep Bains,2007-03-15T13:11:21Z,969744,115307057,115307029,-30
192.197.82.203,en,Jeff Watson (politician),2007-03-16T17:41:17Z,994824,115599823,114562001,-1806
192.197.82.203,en,Thomas King (novelist),2007-03-19T13:50:59Z,284313,116253931,114864872,0
192.197.82.203,en,Shermanesque statement,2007-03-20T18:03:03Z,5338788,116576017,111750619,106
192.197.82.203,en,Chris Charlton,2007-03-20T19:34:47Z,3837052,116597402,111371327,144
192.197.82.203,en,Chris Charlton,2007-03-20T19:40:00Z,3837052,116598653,116597402,22
192.197.82.203,en,Chris Charlton,2007-03-20T19:40:43Z,3837052,116598802,116598653,-21
192.197.82.203,en,Navdeep Bains,2007-03-22T13:07:11Z,969744,117019571,116945006,-1275
192.197.82.203,en,Navdeep Bains,2007-03-22T13:07:18Z,969744,117019596,117019571,-30
192.197.82.203,en,Navdeep Bains,2007-03-23T13:29:03Z,969744,117277538,117070192,-1275
192.197.82.203,en,Navdeep Bains,2007-03-23T13:29:14Z,969744,117277576,117277538,-30
192.197.82.203,en,Navdeep Bains,2007-03-26T15:23:58Z,969744,118014714,117291520,-1275
192.197.82.203,en,Navdeep Bains,2007-03-26T15:24:43Z,969744,118014876,118014760,-1275
192.197.82.203,en,Navdeep Bains,2007-03-27T12:50:52Z,969744,118245142,118068845,4
192.197.82.203,en,Persian (roll),2007-03-28T13:43:43Z,6875688,118511167,111472642,-161
192.197.82.203,en,Peggy Nash,2007-03-28T17:50:27Z,3828417,118564698,118560733,-5
192.197.82.203,en,Talk:Steven Fletcher (politician),2007-03-29T18:45:23Z,2034922,118840812,116172968,113
192.197.82.203,en,Rob Merrifield,2007-03-30T16:26:54Z,1994212,119066184,116949430,-427
192.197.82.203,en,Zimbabwean Fifth Brigade,2007-04-03T13:08:27Z,1433794,119963540,119503136,1
192.197.82.203,en,Partition of Quebec,2007-04-03T14:08:18Z,8317587,119974306,118024307,2404
192.197.82.203,en,Partition of Quebec,2007-04-03T14:08:41Z,8317587,119974390,119974306,-1
192.197.82.203,en,Partition of Quebec,2007-04-03T14:08:55Z,8317587,119974438,119974390,1
192.197.82.203,en,Partition of Quebec,2007-04-03T14:11:51Z,8317587,119975045,119974438,10
192.197.82.203,en,Partition of Quebec,2007-04-03T14:19:55Z,8317587,119976658,119975045,1
192.197.82.203,en,Partition of Quebec,2007-04-03T14:45:36Z,8317587,119981648,119976658,368
192.197.82.203,en,Partition of Quebec,2007-04-03T14:48:07Z,8317587,119982190,119981648,43
192.197.82.203,en,Partition of Quebec,2007-04-03T15:02:58Z,8317587,119985187,119982190,545
192.197.82.203,en,Partition of Quebec,2007-04-03T15:08:39Z,8317587,119986383,119985187,151
192.197.82.203,en,Partition of Quebec,2007-04-03T15:41:28Z,8317587,119993217,119986383,1263
192.197.82.203,en,Evgeni Malkin,2007-04-03T19:13:25Z,3008194,120041169,119634135,-16
192.197.82.203,en,Partition of Quebec,2007-04-03T22:41:46Z,8317587,120088452,119993217,373
192.197.82.203,en,Partition of Quebec,2007-04-03T22:42:44Z,8317587,120088652,120088452,13
192.197.82.203,en,Partition of Quebec,2007-04-03T22:50:13Z,8317587,120090172,120088652,550
192.197.82.203,en,Partition of Quebec,2007-04-03T22:58:34Z,8317587,120091917,120090172,30
192.197.82.203,en,Partition of Quebec,2007-04-03T22:59:31Z,8317587,120092111,120091917,2
192.197.82.203,en,Partition of Quebec,2007-04-03T23:00:13Z,8317587,120092241,120092111,-2
192.197.82.203,en,Partition of Quebec,2007-04-03T23:02:05Z,8317587,120092620,120092241,2
192.197.82.203,en,Partition of Quebec,2007-04-03T23:02:58Z,8317587,120092814,120092620,1
192.197.82.203,en,Partition of Quebec,2007-04-03T23:04:39Z,8317587,120093177,120092814,130
192.197.82.203,en,Partition of Quebec,2007-04-03T23:23:17Z,8317587,120097231,120093177,601
192.197.82.203,en,Talk:Steven Fletcher (politician),2007-04-04T21:08:31Z,2034922,120327026,118859204,351
192.197.82.203,en,Talk:Steven Fletcher (politician),2007-04-04T21:10:14Z,2034922,120327426,120327026,18
192.197.82.203,en,Talk:Steven Fletcher (politician),2007-04-05T18:27:03Z,2034922,120541977,120349059,354
192.197.82.203,en,Jeff Watson (politician),2007-04-05T18:58:30Z,994824,120549481,116104621,-1880
192.197.82.203,en,Talk:Steven Fletcher (politician),2007-04-05T19:47:36Z,2034922,120560617,120541977,37
192.197.82.203,en,Talk:Steven Fletcher (politician),2007-04-05T20:15:34Z,2034922,120566904,120560617,0
192.197.82.203,en,Diane Deans,2007-04-11T15:06:55Z,1530082,121957645,99518949,282
192.197.82.203,en,Belinda Stronach,2007-04-11T16:36:02Z,418740,121978603,119363073,155
192.197.82.203,en,Dominion Police,2007-04-12T17:44:23Z,21983967,122270589,92825301,-5
192.197.82.203,en,Dominion Police,2007-04-12T17:47:02Z,21983967,122271190,122270589,2
192.197.82.203,en,Dominion Police,2007-04-12T18:04:45Z,21983967,122275459,122271190,40
192.197.82.203,en,User talk:FreshFruitsRule,2007-04-17T19:28:02Z,5457321,123608223,110659870,393
192.197.82.203,en,Lanark—Frontenac—Lennox and Addington,2007-04-17T21:33:14Z,1779555,123640418,120283100,138
192.197.82.203,en,East Pakistan,2007-04-17T21:59:55Z,10312,123646471,123342033,1
192.197.82.203,en,Talk:Steven Fletcher (politician),2007-04-19T15:06:17Z,2034922,124097681,120611858,629
192.197.82.203,en,Talk:Steven Fletcher (politician),2007-04-19T15:43:14Z,2034922,124106162,124097681,2
192.197.82.203,en,Talk:Steven Fletcher (politician),2007-04-19T15:43:46Z,2034922,124106310,124106162,0
192.197.82.203,en,National Hockey League rivalries,2007-04-19T15:57:32Z,2362608,124109843,124004054,238
192.197.82.203,en,National Hockey League rivalries,2007-04-19T16:00:14Z,2362608,124110501,124109843,-243
192.197.82.203,en,National Hockey League rivalries,2007-04-19T16:01:07Z,2362608,124110736,124110501,27
192.197.82.203,en,Circulatory system,2007-04-19T16:39:51Z,57330,124120354,124116521,-39
192.197.82.203,en,Talk:Steven Fletcher (politician),2007-04-19T20:52:50Z,2034922,124183005,124139451,502
192.197.82.203,en,Steven Fletcher (politician),2007-04-23T18:52:59Z,773683,125251095,122532646,87
192.197.82.203,en,Steven Fletcher (politician),2007-04-23T18:58:30Z,773683,125252664,125251095,0
192.197.82.203,en,Steven Fletcher (politician),2007-04-23T18:59:28Z,773683,125252935,125252664,1
192.197.82.203,en,Delta—Richmond East,2007-04-24T15:08:42Z,1777996,125531104,112124361,117
192.197.82.203,en,Paraiyar,2007-05-10T20:28:04Z,4128582,129918426,129763421,1
192.197.82.203,en,Section Seven of the Canadian Charter of Rights and Freedoms,2007-05-15T19:42:05Z,1611240,131111055,117181176,10
192.197.82.203,en,Plastination,2007-05-17T12:41:31Z,335223,131525856,130586246,1
192.197.82.203,en,Collège Saint-Alexandre,2007-05-18T12:44:55Z,1649613,131763788,131683002,-11
192.197.82.203,en,List of people from Aldershot,2007-05-25T15:01:49Z,10039884,133428215,133006074,85
192.197.82.203,en,Paul Zed,2007-05-31T13:51:43Z,657831,134809841,134808335,65
192.197.82.203,en,Paul Zed,2007-05-31T13:53:28Z,657831,134810162,134809841,-1
192.197.82.203,en,Paul Zed,2007-05-31T13:54:45Z,657831,134810404,134810162,-10
192.197.82.203,en,Star Wars Kid,2007-05-31T20:17:01Z,19156218,134901059,134900266,-51
192.197.82.203,en,Gatineau Park,2007-06-08T18:16:30Z,1004428,136878247,134086324,515
192.197.82.203,en,Brad Trost,2007-06-13T03:15:30Z,1698646,137819577,137795207,-126
192.197.82.203,en,Raymonde Folco,2007-06-13T20:14:53Z,3429753,137977016,98056779,-2802
192.197.82.203,en,Raymonde Folco,2007-06-13T20:16:16Z,3429753,137977330,137977027,-175
192.197.82.203,en,Raymonde Folco,2007-06-13T20:16:23Z,3429753,137977355,137977330,-629
192.197.82.203,en,Raymonde Folco,2007-06-13T20:16:35Z,3429753,137977396,137977355,-1998
192.197.82.203,en,Raymonde Folco,2007-06-13T20:17:52Z,3429753,137977642,137977468,-627
192.197.82.203,en,Raymonde Folco,2007-06-13T20:18:00Z,3429753,137977674,137977642,-177
192.197.82.203,en,Raymonde Folco,2007-06-13T20:18:12Z,3429753,137977716,137977674,-1998
192.197.82.203,en,Penny Collenette,2007-06-14T13:45:36Z,11216850,138128297,135212336,2527
192.197.82.203,en,Penny Collenette,2007-06-14T14:17:39Z,11216850,138133658,138128297,55
192.197.82.203,en,Penny Collenette,2007-06-14T14:18:25Z,11216850,138133801,138133658,0
192.197.82.203,en,Penny Collenette,2007-06-14T14:19:04Z,11216850,138133910,138133801,8
192.197.82.203,en,Penny Collenette,2007-06-14T14:24:00Z,11216850,138134816,138133910,120
192.197.82.203,en,List of characters in the Punch-Out!! series,2007-06-14T19:14:08Z,4806491,138192462,138066641,-75
192.197.82.203,en,"Template:Bermuda legislative election, 2003",2007-06-14T20:47:53Z,3648634,138211473,127666453,1
192.197.82.203,en,Politics of Bermuda,2007-06-19T15:28:01Z,68984,139217244,138622849,-91
192.197.82.203,en,In the End,2007-06-19T21:19:58Z,2390315,139291516,138455868,0
